Title,Date
"Aggretsuko: Temporada 3: Fim do sonho?","02/10/2020"
"Aggretsuko: Temporada 3: Uma barreira impenetrável","02/10/2020"
"Aggretsuko: Temporada 3: Encruzilhada","02/10/2020"
"Aggretsuko: Temporada 3: Um ouriço-do-mar no deserto","02/10/2020"
"Aggretsuko: Temporada 3: Mudanças","02/10/2020"
"Aggretsuko: Temporada 3: Gentileza","02/10/2020"
"Aggretsuko: Temporada 3: Sem dinheiro","02/10/2020"
"Aggretsuko: Temporada 3: As coisas boas da vida","02/10/2020"
"Aggretsuko: Temporada 2: Vida maravilhosa","01/10/2020"
"Aggretsuko: Temporada 2: Ela sonha","01/10/2020"
"Aggretsuko: Temporada 2: Ele mora acima das nuvens","01/10/2020"
"Aggretsuko: Temporada 2: Afeição cada vez maior","01/10/2020"
"Aggretsuko: Temporada 2: Futuro desconhecido","01/10/2020"
"Aggretsuko: Temporada 2: Pela união","29/09/2020"
"Aggretsuko: Temporada 2: Impacto inevitável","29/09/2020"
"Aggretsuko: Temporada 2: Atraso duplo","29/09/2020"
"Aggretsuko: Temporada 2: O novo contratado Anai","29/09/2020"
"Aggretsuko: Temporada 2: Hora de crescer","29/09/2020"
"Aggretsuko: Temporada 1: O fim do sonho","29/09/2020"
"Aggretsuko: Temporada 1: Um mundo cor-de-rosa","29/09/2020"
"Aggretsuko: Temporada 1: O Príncipe Egoísta","29/09/2020"
"Aggretsuko: Temporada 1: Karaokê","28/09/2020"
"Aggretsuko: Temporada 1: Puxa-saco","28/09/2020"
"Aggretsuko: Temporada 1: Segredo revelado","28/09/2020"
"Aggretsuko: Temporada 1: Casamento","27/09/2020"
"Aggretsuko: Temporada 1: Parasita","27/09/2020"
"Aggretsuko: Temporada 1: Uma garota esforçada","27/09/2020"
"Aggretsuko: Temporada 1: Um dia na vida de Retsuko","27/09/2020"
"Cobra Kai: Temporada 2: Sem compaixão","26/09/2020"
"Cobra Kai: Temporada 2: Polvo","26/09/2020"
"Cobra Kai: Temporada 2: A vez do amor","25/09/2020"
"Cobra Kai: Temporada 2: Trégua","25/09/2020"
"Cobra Kai: Temporada 2: Vire à direita","24/09/2020"
"Cobra Kai: Temporada 2: Vai com tudo","24/09/2020"
"Cobra Kai: Temporada 2: Momento da verdade","24/09/2020"
"Cobra Kai: Temporada 2: Fogo e gelo","24/09/2020"
"Cobra Kai: Temporada 2: Em busca do equilíbrio","23/09/2020"
"Cobra Kai: Temporada 2: Compaixão – Parte 2","23/09/2020"
"Cobra Kai: Temporada 1: Compaixão – Parte 1","23/09/2020"
"Cobra Kai: Temporada 1: Diferentes, mas iguais","22/09/2020"
"Cobra Kai: Temporada 1: Transformação","22/09/2020"
"Cobra Kai: Temporada 1: A competição","22/09/2020"
"Cobra Kai: Temporada 1: Alunos novos","22/09/2020"
"Cobra Kai: Temporada 1: Contrapeso","22/09/2020"
"Cobra Kai: Temporada 1: Cobra Kai para sempre","22/09/2020"
"Cobra Kai: Temporada 1: Esqueleto","21/09/2020"
"Cobra Kai: Temporada 1: Acerte primeiro","21/09/2020"
"Cobra Kai: Temporada 1: Degenerado","21/09/2020"
"As Aventuras do Gato de Botas: Temporada 1: A joia oculta","21/09/2020"
"O Expresso Polar","21/09/2020"
"La casa de papel: Parte 3: Aikido","14/09/2020"
"La casa de papel: Parte 2: Episódio 9","14/09/2020"
"La casa de papel: Parte 4: Fim de jogo","12/09/2020"
"La casa de papel: Parte 3: À deriva","12/09/2020"
"La casa de papel: Parte 3: Estamos de volta","10/09/2020"
"Emoji: O Filme","09/09/2020"
"The Walking Dead: Temporada 9: Missão de resgate","31/08/2020"
"The Walking Dead: Temporada 9: Recompensa","31/08/2020"
"The Walking Dead: Temporada 9: Memórias confusas","31/08/2020"
"Yu-Gi-Oh!: Temporada 1: Jornada ao reino dos duelistas","30/08/2020"
"Yu-Gi-Oh!: Temporada 1: O grande desafio","30/08/2020"
"Yu-Gi-Oh!: Temporada 1: O coração das cartas","30/08/2020"
"Mundo Mistério: Temporada 1: Aquecimento Global. Uma grande conspiração?","30/08/2020"
"Mundo Mistério: Temporada 1: O caminho para a Superinteligência Artificial","30/08/2020"
"Mundo Mistério: Temporada 1: A Grande Extinção","30/08/2020"
"Mundo Mistério: Temporada 1: Apocalipse Zumbi. E se fosse real?","30/08/2020"
"Mundo Mistério: Temporada 1: Do lobo ao cão","30/08/2020"
"Caçadores de Bugs: Temporada 2: Travou!","29/08/2020"
"Caçadores de Bugs: Temporada 2: Eu sou Mitch Williams","29/08/2020"
"Caçadores de Bugs: Temporada 2: Acerto de contas","29/08/2020"
"Caçadores de Bugs: Temporada 2: Os caçadores de verdade","29/08/2020"
"Caçadores de Bugs: Temporada 2: Encontre o bug","29/08/2020"
"Caçadores de Bugs: Temporada 2: A nova recruta","29/08/2020"
"Caçadores de Bugs: Temporada 2: Amigos","29/08/2020"
"Caçadores de Bugs: Temporada 2: Urso Ralphie está de volta","29/08/2020"
"Caçadores de Bugs: Temporada 2: Ping","29/08/2020"
"Mundo Mistério: Temporada 1: Aprendendo a viajar no tempo","29/08/2020"
"Mundo Mistério: Temporada 1: Os 20 milhões de mortos da Grande Peste","29/08/2020"
"Caçadores de Bugs: Temporada 2: Ridley, a modder","28/08/2020"
"Caçadores de Bugs: Temporada 1: Karate Trainer","28/08/2020"
"Caçadores de Bugs: Temporada 1: Aventuras treinando caçadores","27/08/2020"
"Caçadores de Bugs: Temporada 1: Quest para recuperar joias","27/08/2020"
"Caçadores de Bugs: Temporada 1: Líder alfa","27/08/2020"
"Caçadores de Bugs: Temporada 1: Labirinto","27/08/2020"
"O Incrível Mundo de Gumball: Temporada 3: A receita / O filhote","24/08/2020"
"O Incrível Mundo de Gumball: Temporada 3: A treinadora / A alegria","24/08/2020"
"O Incrível Mundo de Gumball: Temporada 3: As crianças / A fã","24/08/2020"
"The Walking Dead: Temporada 9: Adaptação","24/08/2020"
"The Walking Dead: Temporada 9: Evolução","24/08/2020"
"The Walking Dead: Temporada 9: Em busca de ajuda","24/08/2020"
"The Walking Dead: Temporada 9: Quem é você agora?","24/08/2020"
"Caçadores de Bugs: Temporada 1: Esmagozauros","22/08/2020"
"Caçadores de Bugs: Temporada 1: Luva roubada!","22/08/2020"
"Caçadores de Bugs: Temporada 1: Tutorial","22/08/2020"
"Caçadores de Bugs: Temporada 1: Era da Hinobi","22/08/2020"
"Megamente","22/08/2020"
"Johnny Test: Temporada 6: Johnny e o relógio / Johnny Fator X","22/08/2020"
"Homem-Formiga","22/08/2020"
"Harry Potter e a Ordem da Fênix","21/08/2020"
"Os Sem-Floresta","21/08/2020"
"The Walking Dead: Temporada 9: O que virá agora","21/08/2020"
"The Walking Dead: Temporada 9: A obrigação","21/08/2020"
"Kung Fu Panda 2","20/08/2020"
"Três ladrões e um bebê","16/08/2020"
"Mundo Mistério: Temporada 1: Os Mistérios do Triângulo das Bermudas","15/08/2020"
"Puella Magi Madoka Magica: Temporada 1: Ah, como seria maravilhoso","15/08/2020"
"Puella Magi Madoka Magica: Temporada 1: Acho que a conheci num sonho","15/08/2020"
"A noiva-cadáver","14/08/2020"
"O Show de Truman - O Show da Vida","14/08/2020"
"The Walking Dead: Temporada 9: Avisos","14/08/2020"
"Harry Potter e a Câmara Secreta","08/08/2020"
"The Walking Dead: Temporada 9: A ponte","06/08/2020"
"The Walking Dead: Temporada 9: Um novo começo","06/08/2020"
"La casa de papel: Parte 2: Episódio 8","05/08/2020"
"La casa de papel: Parte 2: Episódio 7","05/08/2020"
"La casa de papel: Parte 2: Episódio 6","05/08/2020"
"Hancock","05/08/2020"
"La casa de papel: Parte 2: Episódio 5","05/08/2020"
"La casa de papel: Parte 2: Episódio 4","05/08/2020"
"La casa de papel: Parte 2: Episódio 3","05/08/2020"
"La casa de papel: Parte 2: Episódio 2","05/08/2020"
"La casa de papel: Parte 2: Episódio 1","04/08/2020"
"La casa de papel: Parte 1: Episódio 13","04/08/2020"
"V de vingança","03/08/2020"
"La casa de papel: Parte 1: Episódio 12","02/08/2020"
"La casa de papel: Parte 1: Episódio 11","02/08/2020"
"Peter Pan","02/08/2020"
"La casa de papel: Parte 1: Episódio 10","01/08/2020"
"La casa de papel: Parte 1: Episódio 9","01/08/2020"
"La casa de papel: Parte 1: Episódio 8","01/08/2020"
"La casa de papel: Parte 1: Episódio 7","01/08/2020"
"Warrior Nun: Temporada 1: Efésios 6:11","31/07/2020"
"Warrior Nun: Temporada 1: Provérbios 31:25","31/07/2020"
"Warrior Nun: Temporada 1: Salmos 46:5","31/07/2020"
"A Ordem: Temporada 2: Nova Ordem mundial – Parte 2","29/07/2020"
"A Ordem: Temporada 2: Nova Ordem mundial – Parte 1","29/07/2020"
"A Ordem: Temporada 2: Aconteceu na primavera – Parte 2","28/07/2020"
"A Ordem: Temporada 2: Aconteceu na primavera – Parte 1","28/07/2020"
"A Ordem: Temporada 2: A Comunidade – Parte 2","28/07/2020"
"A Ordem: Temporada 2: A Comunidade – Parte 1","28/07/2020"
"A Ordem: Temporada 2: Corredor do medo – Parte 2","27/07/2020"
"A Ordem: Temporada 2: Corredor do medo – Parte 1","27/07/2020"
"A Ordem: Temporada 2: Radicais livres – Parte 2","26/07/2020"
"A Ordem: Temporada 2: Radicais livres – Parte 1","26/07/2020"
"A Ordem: Temporada 1: Finais - Parte 2","26/07/2020"
"A Ordem: Temporada 1: Finais - Parte 1","26/07/2020"
"A Ordem: Temporada 1: Nada a declarar - Parte 2","26/07/2020"
"A Ordem: Temporada 1: Nada a declarar - Parte 1","26/07/2020"
"A Ordem: Temporada 1: Volta ao lar - Parte 2","26/07/2020"
"A Ordem: Temporada 1: Volta ao lar - Parte 1","26/07/2020"
"A Ordem: Temporada 1: Introdução à Ética - Parte 2","26/07/2020"
"A Ordem: Temporada 1: Introdução à Ética - Parte 1","26/07/2020"
"A Ordem: Temporada 1: Semana infernal - Parte 2","25/07/2020"
"A Ordem: Temporada 1: Semana infernal - Parte 1","25/07/2020"
"The Old Guard","18/07/2020"
"Baywatch","14/07/2020"
"Tokyo Ghoul","14/07/2020"
"Angry Birds: O Filme","11/07/2020"
"O Incrível Mundo de Gumball: Temporada 1: O micro-ondas / A intrometida","11/07/2020"
"O Incrível Mundo de Gumball: Temporada 1: O carro / A maldição","11/07/2020"
"Dragões: Corrida até o Limite: Temporada 1: Imperfeita harmonia","06/07/2020"
"Dragões: Corrida até o Limite: Temporada 1: O olho do Dragão - Parte 2","06/07/2020"
"Dragões: Corrida até o Limite: Temporada 1: O olho do Dragão - Parte 1","06/07/2020"
"BNA: Temporada 1: Animália","05/07/2020"
"BNA: Temporada 1: A vez da verdade","05/07/2020"
"BNA: Temporada 1: Lobo Prateado","05/07/2020"
"BNA: Temporada 1: Bode expiatório","05/07/2020"
"BNA: Temporada 1: O novo Yaba","05/07/2020"
"BNA: Temporada 1: Albatroz-errante","04/07/2020"
"BNA: Temporada 1: Time de ursos","04/07/2020"
"BNA: Temporada 1: O sonho do golfinho","04/07/2020"
"BNA: Temporada 1: Melancolia de rinoceronte","04/07/2020"
"BNA: Temporada 1: Bairro dos Coelhos","04/07/2020"
"BNA: Temporada 1: Guaxinim em fuga","04/07/2020"
"Black Butler: Seu Mordomo e a oferta","30/06/2020"
"Black Butler: Seu Mordomo em um castelo isolado","30/06/2020"
"Black Butler: Seu Mordomo e a competição","30/06/2020"
"Black Butler: Seu Mordomo, o talentosíssimo","30/06/2020"
"Black Butler: Seu Mordomo, o aproveitador","29/06/2020"
"Black Butler: Seu Mordomo, o desolado","29/06/2020"
"Black Butler: Seu Mordomo, como queira","29/06/2020"
"Black Butler: Seu Mordomo no gelo","29/06/2020"
"Black Butler: Seu Mordomo e a imagem fantasma","29/06/2020"
"Black Butler: Seu Mordomo e o treinamento","29/06/2020"
"Black Butler: Seu Mordomo, o festivo","27/06/2020"
"Black Butler: Seu Mordomo no funeral","27/06/2020"
"Black Butler: Seu Mordomo e o encontro inesperado","27/06/2020"
"Black Butler: Seu Mordomo, o caprichoso","27/06/2020"
"Black Butler: Seu Mordomo, o onipotente","27/06/2020"
"Black Butler: Seu Mordomo, o mais forte","26/06/2020"
"Black Butler: Seu Mordomo, o hábil","26/06/2020"
"O Incrível Mundo de Gumball: Temporada 1: A busca / A colher","25/06/2020"
"O Incrível Mundo de Gumball: Temporada 1: O primata / O fantasma","25/06/2020"
"O Incrível Mundo de Gumball: Temporada 1: O clube / A varinha mágica","25/06/2020"
"O Príncipe Dragão: Temporada 3: A última batalha","24/06/2020"
"O Príncipe Dragão: Temporada 3: A guarda de Dragão","24/06/2020"
"O Príncipe Dragão: Temporada 3: Corações de cinzas","24/06/2020"
"O Príncipe Dragão: Temporada 3: A queda de Trovão","24/06/2020"
"O Príncipe Dragão: Temporada 3: Heroínas e cabeças","24/06/2020"
"O Príncipe Dragão: Temporada 3: Deserto da Meia-noite","23/06/2020"
"O Príncipe Dragão: Temporada 3: Fantasma","23/06/2020"
"O Príncipe Dragão: Temporada 3: A coroa","23/06/2020"
"O Príncipe Dragão: Temporada 3: Sol Regem","23/06/2020"
"O Príncipe Dragão: Temporada 2: Respire","23/06/2020"
"O Príncipe Dragão: Temporada 2: O livro do destino","23/06/2020"
"O Príncipe Dragão: Temporada 2: Fogo e fúria","23/06/2020"
"O Príncipe Dragão: Temporada 2: Coração de titã","23/06/2020"
"O Príncipe Dragão: Temporada 2: Quebrando o lacre","23/06/2020"
"O Príncipe Dragão: Temporada 2: Viagem por mar","23/06/2020"
"O Príncipe Dragão: Temporada 2: Disfarces e fingimentos","22/06/2020"
"O Príncipe Dragão: Temporada 2: O que a Lua esconde","22/06/2020"
"O Príncipe Dragão: Temporada 2: Um segredo e uma esperança","22/06/2020"
"O Príncipe Dragão: Temporada 1: Tempestade mágica","22/06/2020"
"O Príncipe Dragão: Temporada 1: Um lugar amaldiçoado","22/06/2020"
"O Príncipe Dragão: Temporada 1: A adaga e a loba","22/06/2020"
"O Príncipe Dragão: Temporada 1: Quebrando o gelo","22/06/2020"
"O Príncipe Dragão: Temporada 1: Um trono vazio","22/06/2020"
"O Príncipe Dragão: Temporada 1: Sede de sangue","22/06/2020"
"O Príncipe Dragão: Temporada 1: O nascer da Lua","22/06/2020"
"Wakfu: Temporada 3: Inglorium","22/06/2020"
"O Príncipe Dragão: Temporada 1: O que está feito","21/06/2020"
"O Príncipe Dragão: Temporada 1: Ecos do Trovão","21/06/2020"
"Wakfu: Temporada 1: A criança da neblina","21/06/2020"
"Space Jam - O Jogo do Século","20/06/2020"
"Gente grande","16/06/2020"
"She-Ra e as Princesas do Poder: Temporada 5: Coração – parte 2","15/06/2020"
"She-Ra e as Princesas do Poder: Temporada 5: Coração – parte 1","15/06/2020"
"She-Ra e as Princesas do Poder: Temporada 5: Mecanismo de segurança","15/06/2020"
"She-Ra e as Princesas do Poder: Temporada 5: Volta à Zona do Medo","15/06/2020"
"She-Ra e as Princesas do Poder: Temporada 5: Um vento adverso","15/06/2020"
"She-Ra e as Princesas do Poder: Temporada 5: Tiro no escuro","15/06/2020"
"She-Ra e as Princesas do Poder: Temporada 5: Os perigos de Pavão Azul","15/06/2020"
"She-Ra e as Princesas do Poder: Temporada 5: Assumindo o controle","15/06/2020"
"She-Ra e as Princesas do Poder: Temporada 5: Vamos salvar a gata","14/06/2020"
"She-Ra e as Princesas do Poder: Temporada 5: Sem saída","14/06/2020"
"She-Ra e as Princesas do Poder: Temporada 5: Corredores","14/06/2020"
"She-Ra e as Princesas do Poder: Temporada 5: Lançamento","14/06/2020"
"She-Ra e as Princesas do Poder: Temporada 5: Mestre da Horda","13/06/2020"
"She-Ra e as Princesas do Poder: Temporada 4: Destino - parte 2","13/06/2020"
"She-Ra e as Princesas do Poder: Temporada 4: Destino - parte 1","13/06/2020"
"She-Ra e as Princesas do Poder: Temporada 4: A Ilha das feras","13/06/2020"
"She-Ra e as Princesas do Poder: Temporada 4: Fraturas","13/06/2020"
"She-Ra e as Princesas do Poder: Temporada 4: Heroína","11/06/2020"
"She-Ra e as Princesas do Poder: Temporada 4: Noite dos rapazes","11/06/2020"
"She-Ra e as Princesas do Poder: Temporada 4: Sereia-mistérios","11/06/2020"
"She-Ra e as Princesas do Poder: Temporada 4: Princesa Scorpia","11/06/2020"
"She-Ra e as Princesas do Poder: Temporada 4: Protocolo","10/06/2020"
"She-Ra e as Princesas do Poder: Temporada 4: Pulso","10/06/2020"
"She-Ra e as Princesas do Poder: Temporada 4: Flutterina","10/06/2020"
"She-Ra e as Princesas do Poder: Temporada 4: O Vale dos Perdidos","09/06/2020"
"She-Ra e as Princesas do Poder: Temporada 4: A coroação","09/06/2020"
"She-Ra e as Princesas do Poder: Temporada 3: O portal","09/06/2020"
"She-Ra e as Princesas do Poder: Temporada 3: Já vi isso antes","08/06/2020"
"She-Ra e as Princesas do Poder: Temporada 3: A troca","08/06/2020"
"She-Ra e as Princesas do Poder: Temporada 3: Um dia inesquecível para Felina","08/06/2020"
"She-Ra e as Princesas do Poder: Temporada 3: Correndo perigo","08/06/2020"
"She-Ra e as Princesas do Poder: Temporada 3: Escolhas","08/06/2020"
"She-Ra e as Princesas do Poder: Temporada 2: Encontro da família do Arqueiro","07/06/2020"
"She-Ra e as Princesas do Poder: Temporada 2: Lembranças do passado","07/06/2020"
"She-Ra e as Princesas do Poder: Temporada 2: Nevasca","06/06/2020"
"She-Ra e as Princesas do Poder: Temporada 2: Como defender um reino","06/06/2020"
"13 Reasons Why: Temporada 1: Fita 1, Lado A","06/06/2020"
"She-Ra e as Princesas do Poder: Temporada 2: Sinais","05/06/2020"
"She-Ra e as Princesas do Poder: Temporada 2: A importância dos laços","05/06/2020"
"She-Ra e as Princesas do Poder: Temporada 2: A floresta congelada","05/06/2020"
"She-Ra e as Princesas do Poder: Temporada 1: Batalha em Lua Clara","05/06/2020"
"She-Ra e as Princesas do Poder: Temporada 1: Esperança da Luz","05/06/2020"
"She-Ra e as Princesas do Poder: Temporada 1: Promessas","05/06/2020"
"She-Ra e as Princesas do Poder: Temporada 1: O poder da amizade","05/06/2020"
"Black Mirror: Temporada 1: Hino Nacional","05/06/2020"
"She-Ra e as Princesas do Poder: Temporada 1: Superando diferenças","04/06/2020"
"She-Ra e as Princesas do Poder: Temporada 1: Encontro de princesas","04/06/2020"
"She-Ra e as Princesas do Poder: Temporada 1: Nas sombras do Reino da Mágica","04/06/2020"
"She-Ra e as Princesas do Poder: Temporada 1: Falha no sistema","03/06/2020"
"She-Ra e as Princesas do Poder: Temporada 1: O portal do mar","03/06/2020"
"She-Ra e as Princesas do Poder: Temporada 1: Flores para She-Ra","03/06/2020"
"She-Ra e as Princesas do Poder: Temporada 1: Madame Rizzo","03/06/2020"
"She-Ra e as Princesas do Poder: Temporada 1: A espada - Parte 2","03/06/2020"
"She-Ra e as Princesas do Poder: Temporada 1: A espada - Parte 1","03/06/2020"
"Lucifer: Temporada 3: Último coração partido","03/06/2020"
"O Mundo dos Pequeninos","01/06/2020"
"Crush à Altura","01/06/2020"
"Jack e a Mecânica do Coração","31/05/2020"
"Encantada","24/05/2020"
"Eu Nunca...: Temporada 1: ... disse que sentia muito","22/05/2020"
"Eu Nunca...: Temporada 1: ... me comportei tanto","22/05/2020"
"Eu Nunca...: Temporada 1: ... deixei todo mundo que eu conheço p* da vida","22/05/2020"
"Eu Nunca...: Temporada 1: ... fui uma tremenda mentirosa","22/05/2020"
"Eu Nunca...: Temporada 1: ... fui o garoto mais solitário do mundo","22/05/2020"
"Eu Nunca...: Temporada 1: ... comecei uma guerra nuclear","22/05/2020"
"Eu Nunca...: Temporada 1: ...me senti superindiana","22/05/2020"
"Eu Nunca...: Temporada 1: ...fiquei bêbada com a galera popular","22/05/2020"
"Eu Nunca...: Temporada 1: ...transei com Paxton Hall-Yoshida","22/05/2020"
"Eu Nunca...: Temporada 1: Piloto","22/05/2020"
"Gato de Botas","17/05/2020"
"O Incrível Mundo de Gumball: Temporada 1: O bigode / O encontro","05/04/2020"
"Turbo","29/03/2020"
"Meu Malvado Favorito 3","28/03/2020"
"O Incrível Mundo de Gumball: Temporada 1: A meia / O gênio","28/03/2020"
"O Incrível Mundo de Gumball: Temporada 1: Os bobos / O segredo","18/03/2020"
"O Incrível Mundo de Gumball: Temporada 1: O robô / O piquenique","18/03/2020"
"O Durão","18/03/2020"
"O Incrível Mundo de Gumball: Temporada 1: A festa / O reembolso","18/03/2020"
"O Incrível Mundo de Gumball: Temporada 1: A capa / O beijo","18/03/2020"
"O Incrível Mundo de Gumball: Temporada 1: O mistério / A pegadinha","18/03/2020"
"O Incrível Mundo de Gumball: Temporada 1: O mais preguiçoso / O fantasma","17/03/2020"
"O Incrível Mundo de Gumball: Temporada 1: O responsável/ O vestido","17/03/2020"
"O Incrível Mundo de Gumball: Temporada 1: A pressão / O desenho","17/03/2020"
"O Incrível Mundo de Gumball: Temporada 1: O terceiro / A dívida","17/03/2020"
"Esquadrão Suicida","17/03/2020"
"Luccas Neto em: Dia das Crianças","04/01/2020"
"O Menino que Descobriu o Vento","13/11/2019"
"Felipe Neto - Minha Vida Não Faz Sentido","17/06/2019"
"Policial em Apuros 2","13/04/2019"
"O Chefinho - De Volta aos Negócios: Temporada 2: Quando se Trocam as Fraldas","13/04/2019"
"Asfalto de Sangue","24/03/2019"
"Monstros S.A.","23/03/2019"
"Benji","02/03/2019"
"Carga Bruta","25/02/2019"
"Nu","25/02/2019"
"O Máskara","13/02/2019"
"Gigantes de aço","25/01/2019"
"Batalhas","24/01/2019"
"Blitz","24/01/2019"
"Vendo ou alugo","24/01/2019"
"Zerando a Vida","24/01/2019"
"Ace Ventura - Um Detetive Diferente","24/01/2019"
"Brinquedo Assassino 3","24/01/2019"
"O rei da água","24/01/2019"
"Nem que a Vaca Tussa","22/01/2019"
"Zootopia: Essa Cidade é o Bicho","22/01/2019"
"Todo Mundo em Pânico","22/01/2019"
"Próxima Parada: Apocalipse","22/01/2019"
"Kick Buttowski: Um Projeto de Dublê: Temporada 2: Trocando as marchas / Banido da garagem","10/01/2019"
"Kick Buttowski: Um Projeto de Dublê: Temporada 2: Limpo ao extremo / Entrega a jato","10/01/2019"
"Kick Buttowski: Um Projeto de Dublê: Temporada 2: A grana da grama / O amor fede","10/01/2019"
"Os Jovens Titãs em Ação: Temporada 1: Sanduíche lendário / Amamos uma torta","10/01/2019"
" ","09/01/2019"
"Ted","08/01/2019"
"Rango","31/12/2018"
"Lucifer: Temporada 3: Deixe-a cantar!","29/12/2018"
"Lucifer: Temporada 3: Cobaia infernal","28/12/2018"
"Lucifer: Temporada 3: Papagaiada de colégio","28/12/2018"
"Lucifer: Temporada 3: O protetor do meu irmão","28/12/2018"
"Lucifer: Temporada 3: Até que a morte nos separe","28/12/2018"
"Um Contratempo","28/12/2018"
"Os Especialistas","28/12/2018"
"Lucifer: Temporada 3: Ela no centro de tudo","28/12/2018"
